Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL
2021.MMP00511,2021.MMP00511,Incident,North America,2021-03-20,2021,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.418681, -112.969283",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00512,2021.MMP00512,Incident,North America,2021-03-26,2021,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.25953, -111.5175",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00513,2021.MMP00513,Incident,North America,2021-03-27,2021,March,1.0,,1,,,1.0,,Central America,Sickness / lack of access to adequate healthcare,Guatemala,US-Mexico border crossing,"350 North Wilmot Road, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"32.22372762, -110.857911",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00514,2021.MMP00514,Incident,North America,2021-03-28,2021,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.99153, -112.6947",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00515,2021.MMP00515,Incident,North America,2021-03-30,2021,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6951, -111.998",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00516,2021.MMP00516,Incident,North America,2021-03-30,2021,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.69123, -111.88143",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00517,2021.MMP00517,Incident,North America,2021-04-05,2021,April,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.8663889, -112.4402777",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00518,2021.MMP00518,Incident,North America,2021-04-06,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.855917, -112.113467",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00519,2021.MMP00519,Incident,North America,2021-04-06,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.722883, -111.805533",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00520,2021.MMP00520,Incident,North America,2021-04-15,2021,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Francisco Residence, Coldfields Village, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"31.685517, -111.776332",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00521,2021.MMP00521,Incident,North America,2021-04-15,2021,April,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Intersection AZ-289 and Camino Maricopa, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"31.42974319, -110.9780321",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00522,2021.MMP00522,Incident,North America,2021-04-15,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.44706, -113.10175",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00523,2021.MMP00523,Incident,North America,2021-04-16,2021,April,1.0,,1,,,1.0,,Central America,Violence,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.3327, -110.99101",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00531,2021.MMP00531,Incident,North America,2021-04-22,2021,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.885772, -111.96678",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00532,2021.MMP00532,Incident,North America,2021-04-25,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.885772, -111.96678",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00533,2021.MMP00533,Incident,North America,2021-04-26,2021,April,1.0,,1,,,1.0,,Central America,Violence,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.14593, -113.16837",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00534,2021.MMP00534,Incident,North America,2021-04-27,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Intersection of South Cherokee, Lane and West Scotland Street, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"32.03135067, -111.2738148",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00535,2021.MMP00535,Incident,North America,2021-04-28,2021,April,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.680719, -111.083965",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00536,2021.MMP00536,Incident,North America,2021-04-30,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.036652, -113.094207",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00537,2021.MMP00537,Incident,North America,2021-05-02,2021,May,1.0,,1,,,1.0,,Central America,Sickness / lack of access to adequate healthcare,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0014, -112.170333",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00538,2021.MMP00538,Incident,North America,2021-05-03,2021,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.4814, -109.333",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00539,2021.MMP00539,Incident,North America,2021-05-06,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.405767, -111.682017",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00540,2021.MMP00540,Incident,North America,2021-05-07,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.406471, -111.88266",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00541,2021.MMP00541,Incident,North America,2021-05-04,2021,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.90148, -112.45955",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00542,2021.MMP00542,Incident,North America,2021-05-11,2021,May,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.35874, -109.73311",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00543,2021.MMP00543,Incident,North America,2021-05-13,2021,May,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.34606, -110.91251",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00544,2021.MMP00544,Incident,North America,2021-05-14,2021,May,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.939967, -112.144067",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00545,2021.MMP00545,Incident,North America,2021-05-15,2021,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.93468, -112.89613",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00546,2021.MMP00546,Incident,North America,2021-05-15,2021,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.4640917, -111.04191",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00547,2021.MMP00547,Incident,North America,2021-05-18,2021,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.30748, -113.25067",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00548,2021.MMP00548,Incident,North America,2021-05-18,2021,May,2.0,,2,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.31397, -113.252225",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00549,2021.MMP00549,Incident,North America,2021-05-19,2021,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.3420069, -109.6304977",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00550,2021.MMP00550,Incident,North America,2021-05-22,2021,May,1.0,,1,,1.0,,,Central America,Violence,Mexico,US-Mexico border crossing,"Federal Route 15, Milepost 3, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"32.20252803, -111.7138504",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00551,2021.MMP00551,Incident,North America,2021-05-27,2021,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.352205, -113.3156345",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00552,2021.MMP00552,Incident,North America,2021-05-27,2021,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.32535, -113.2892805",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00553,2021.MMP00553,Incident,North America,2021-05-28,2021,May,1.0,,1,,1.0,,,Central America,Violence,Mexico,US-Mexico border crossing,"Northbound Interstate 19 At Kilometer 42, Pima County, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"32.02243503, -110.994575",Northern America,,5.0,https://humaneborders.info/app/mapa.asp
2021.MMP00554,2021.MMP00554,Incident,North America,2021-06-04,2021,June,1.0,,1,,1.0,,,Central America,Mixed or unknown,El Salvador,US-Mexico border crossing,"Los Palos Ranch, near Falfurrias, Brooks Country, Texas, USA",LA Times,"27.127334, -98.389507",Northern America,"Losing Rosario: A mother sent her daughter across the border. Before they could reunite, one died",1.0,https://archive.vn/gSPcq
2021.MMP00555,2021.MMP00555,Incident,North America,2021-07-17,2021,July,1.0,,1,,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"In the Valley Baptist Medical Center, Harlingen, Cameron County, Texas, USA - after falling from the border wall on June 16","US Border Patrol, The Washington Times, LA Times","26.03362, -97.742664",Northern America,Mexican migrant dies from border wall fall,5.0,https://archive.vn/vwQ2Z
2021.MMP00571,2021.MMP00571,Incident,North America,2021-07-26,2021,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"Union Pacific rail yard at 1115 S. Stanton St., El Paso, El Paso County, Texas, United States",El Paso Times,"31.748986, -106.482543",Northern America,Man struck and killed by train during migrant border crossing attempt in Downtown El Paso,1.0,https://archive.ph/POWpA
2021.MMP00576,2021.MMP00576,Incident,North America,2021-07-25,2021,July,1.0,,1,2.0,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"One and a half miles west of the Otay Mesa Port of Entry, San Diego County, California, USA","US Border Patrol, NBC San Diego","32.547702, -116.980396",Northern America,Mexican Migrant Dies After Falling From Border Fence in Otay Mesa,5.0,https://archive.vn/aAnG4
2021.MMP00577,2021.MMP00577,Incident,North America,2021-07-26,2021,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Found near Rio Bravo, El Paso County, Texas, USA",Vanguardia,"31.781506, -106.527882",Northern America,Hallan a migrante muerto a orillas del río Bravo,1.0,https://archive.vn/c0U5r
2021.MMP00578,2021.MMP00578,Incident,North America,2021-06-03,2021,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,US-Mexico border crossing,"Found in ranch near Encino, Brooks County, Texas, USA",The Detroit News,"26.931274, -98.145864",Northern America,Why Border Patrol is doing more to rescue and identify missing migrants,1.0,https://archive.vn/RuHMF
2021.MMP00579,2021.MMP00579,Incident,North America,2021-05-18,2021,May,1.0,,1,1.0,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,US-Mexico border crossing,"Near Falfurrias, Brooks County, Texas, USA",The Detroit News,"27.156479, -98.191523",Northern America,Why Border Patrol is doing more to rescue and identify missing migrants,1.0,https://archive.vn/RuHMF
2021.MMP00588,2021.MMP00588,Incident,Central America,2021-07-01,2021,July,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,El Salvador,US-Mexico border crossing,"On highway #2, Guerrero, Coahuila, Mexico",K 911 Noticias,"28.31588041, -100.3774898",Central America,"En Coahuila, era de un migrante salvadoreño uno de los tres cuerpos localizados en Guerrero, fue atropellado en la carretera 2",1.0,https://archive.ph/e4tmy
2021.MMP00590,2021.MMP00590,Incident,Central America,2021-07-02,2021,July,1.0,,1,,,1.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",Líder Informativo,"27.50327832, -99.52799411",Central America,Recuperan cuerpo del río Bravo,1.0,https://archive.ph/gHfBM
2021.MMP00592,2021.MMP00592,Incident,Central America,2021-07-06,2021,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Honduras,US-Mexico border crossing,"Unspecified location close to the 2D federal highway (going from Mexicali to Tijuana), Baja California, Mexico",El Heraldo,"32.61612324, -115.8408434",Central America,Hallan muerto a migrante hondureño en el desierto de Mexico,1.0,https://archive.ph/1c89b
2021.MMP00594,2021.MMP00594,Incident,Central America,2021-07-10,2021,July,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, Sabinitos, Miguel Aleman City, Tamaulipas, Mexico",La Tarde ,"26.40729886, -99.04754947",Central America,Rescatan a putrefacto,1.0,https://archive.ph/ukXXr
2021.MMP00596,2021.MMP00596,Incident,North America,2021-04-13,2021,April,1.0,,1,,,1.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Rio Bravo, Laredo, Texas, Webb County, USA",TN 23,"27.49945981, -99.51176313",Northern America,Guatemalteco fallece ahogado cuando intentaba cruzar el río Bravo,1.0,https://archive.ph/8p2XH
2021.MMP00597,2021.MMP00597,Incident,North America,2021-06-13,2021,June,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Guatemala,US-Mexico border crossing,"Unspecified location in Yuma County, Arizona, USA",Su Noticiero,"32.45678168, -114.5297033",Northern America,¡LAMENTABLE! Joven migrante falleció en el desierto de Arizona tras ser detenida y expulsada dos veces en un mes,1.0,https://archive.ph/O1NJT
2021.MMP00598,2021.MMP00598,Incident,North America,2021-06-16,2021,June,1.0,,1,,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"At the border wall, near the Gateway International Port of Entry, Brownsville, Texas, USA","The Washington Times, Vox Populi","25.89925589, -97.49857221",Northern America,Mexican migrant dies from border wall fall,3.0,https://archive.ph/vwQ2Z
2021.MMP00601,2021.MMP00601,Incident,North America,2021-06-22,2021,June,2.0,,2,,,2.0,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Rio Bravo, 20 miles northwest of Eagle Pass, Maverick County, Texas, USA",GMN Noticias,"29.23247989, -100.1366453",Northern America,Encuentran a dos Guatemaltecos ahogados cerca del Eagle Pass,1.0,https://archive.ph/MJqk7
2021.MMP00603,2021.MMP00603,Incident,North America,2021-07-22,2021,July,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"In the desert near Carrizo Springs, Dimmit County, Texas, USA",GMN Noticias,"28.51079403, -99.91022804",Northern America,Muere por deshidratación migrante originaria del estado de Hidalgo,1.0,https://archive.ph/LFIAb
2021.MMP00604,2021.MMP00604,Incident,Central America,2021-06-19,2021,June,1.0,,1,1.0,,1.0,,Central America,Violence,Nicaragua,US-Mexico border crossing,"Reynosa, Tamaulipas, Mexico","Radio La Prímerisima, La Prensa","26.0987163, -98.27847646",Central America,Asesinan a migrante nicaragüense en Mexico,3.0,https://archive.ph/eE79f
2021.MMP00605,2021.MMP00605,Incident,North America,2021-07-23,2021,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"Unspecified location near State Highway 55, Uvalde County, Texas, USA",Breitbart,"29.2631881, -99.84738576",Northern America,"Migrant Hiding on Texas Farm near Border Run Over, Killed by Tractor",1.0,https://archive.ph/yNlIf
2021.MMP00607,2021.MMP00607,Incident,Central America,2021-06-24,2021,June,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,Mexico,US-Mexico border crossing,"Ciudad Acuña, Coahuila, Mexico",K 911 Noticias,"29.36995037, -101.0726338",Central America,"En Acuña, Coahuila, trágica volcadura le quita la vida a torreonense que buscaba el sueño americano",1.0,https://archive.ph/znSzu
2021.MMP00608,2021.MMP00608,Incident,Central America,2021-06-24,2021,June,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Ecuador,US-Mexico border crossing,"Unspecified location on the outskirts of Ciudad Juarez, Chihuahua, Mexico",El Diario de Chihuahua,"31.69140966, -106.4265637",Central America,Fallece mujer de Ecuador; la hallan en área desértica,1.0,https://archive.ph/Z3RZx
2021.MMP00609,2021.MMP00609,Incident,Central America,2021-07-26,2021,July,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Rio Bravo, near Juarez-Lincoln Internacional Bridge, Nuevo Laredo, Tamaulipas, Mexico","Telemundo 48, Noticias en la Mira, Vox","27.49981976, -99.50114439",Central America,Hallan un migrante muerto al borde del río en la frontera entre Mexico y EEUU,3.0,https://archive.ph/TkqWw
2021.MMP00610,2021.MMP00610,Incident,North America,2021-07-26,2021,July,2.0,,2,,,2.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"In a swampy area south of Penitas, Hidalgo County, Texas, USA",Fox News,"26.22189127, -98.45438095",Northern America,"Two migrant men's remains found in Rio Grande Valley, source says",1.0,https://archive.ph/YicjY
2021.MMP00612,2021.MMP00612,Incident,North America,2021-07-27,2021,July,1.0,,1,,,1.0,,Central America,Accidental death,Mexico,US-Mexico border crossing,"Near Otay Mesa border crossing, San Diego County, California, USA",Washington Times,"32.55042921, -116.9361241",Northern America,Mexican migrant dies after falling from border fence,1.0,https://archive.ph/rzv7J
2021.MMP00613,2021.MMP00613,Incident,North America,2021-07-27,2021,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"Train tracks close to the Union Pacific Railroad Dallas Yard, El Paso, El Paso CountyTexas, USA",Daily News Laredo,"31.77578307, -106.4644307",Northern America,Muere migrante prensado por el tren en El Paso,1.0,https://archive.ph/tEP87
2021.MMP00614,2021.MMP00614,Incident,Central America,2021-07-28,2021,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"Train tracks in front of the Nueva Americana nighborhood, Piedras Negras, Coahuila, Mexico","K911 Noticias, El Siglo de Torreón","28.67780738, -100.5309605",Central America,Muere migrante desmembrado en vías del tren en Piedras Negras,1.0,https://archive.ph/x9r4z
2021.MMP00615,2021.MMP00615,Incident,North America,2021-06-30,2021,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing," Rugged hillside a few miles north of the border, San Diego County, California, USA",The San Diego Union Tribune,"32.59735134, -116.7849622",Northern America,Medical Examiner investigating death of migrant in East County mountains,1.0,https://archive.ph/e80Um
2021.MMP00617,2021.MMP00617,Incident,North America,2021-07-31,2021,July,1.0,,1,1.0,,1.0,,Central America,Sickness / lack of access to adequate healthcare,Honduras,US-Mexico border crossing,"Hospital in Kingsville, Kleberg County, Texas, USA",US Border Patrol,"27.491216, -97.84983",Northern America,Undocumented migrant from Honduras deceased after displaying flu-like symptoms,5.0,https://archive.vn/w3zDA
2021.MMP00618,2021.MMP00618,Incident,North America,2021-08-01,2021,August,1.0,,1,3.0,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"Four miles south of County 14th Street and Highway 195,Yuma, Arizona, USA","US Border Patrol,SBCC, El Imparcial, Breitbart","32.468858, -114.579342",Northern America,Mexicano muere en desierto de Yuma; rescatan a 3,5.0,https://archive.ph/CfXT8
2021.MMP00621,"2021.MMP00621638,2021.MMP00621639,2021.MMP00621640",Split Incident,North America,2021-08-04,2021,August,10.0,,10,30.0,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,"Guatemala,Honduras,Mexico",US-Mexico border crossing,"Highway 281 near Encino, Brooks County, Texas, USA","New York Times, CNN, CBS, NBC","26.93791, -98.13787",Northern America,10 Killed in Crash of Packed Van in South Texas,3.0,"https://archive.ph/dKFeS,https://archive.vn/rFOaw"
2021.MMP00626,2021.MMP00626,Incident,North America,2021-08-09,2021,August,3.0,,3,8.0,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"Approximately 39 miles northwest of Tucson near Picacho Peak,  Pinal County, Arizona, USA",US Border Patrol,"32.64174, -111.38443",Northern America,CBP Statement - Three fatalities in Arizona motor vehicle accident.,5.0,https://archive.ph/mhdcL
2021.MMP00627,2021.MMP00627,Incident,North America,2021-08-06,2021,August,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",El Salvador,US-Mexico border crossing,"In the Starr County Memorial Hospital, Rio Grande City, Starr County, Texas, USA - rescued one day earlier, less than a mile north of the US-Mexico border",US Border Patrol,"26.37642, -98.85824",Northern America,El Salvadorian migrant found in medical distress,5.0,https://archive.ph/XVoop
2021.MMP00628,2021.MMP00628,Incident,North America,2021-08-02,2021,August,1.0,,1,,,1.0,,Central America,Mixed or unknown,El Salvador,US-Mexico border crossing,"Approximately 17 miles south of Eagle Pass, near Highway 277, Maverick County, Texas, USA",US Border Patrol,"28.50998, -100.32759",Northern America,"CBP Statement: Death in Custody at Eagle Pass, TX",5.0,https://archive.ph/vMW0V
2021.MMP00629,2021.MMP00629,Incident,North America,2021-07-23,2021,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,US-Mexico border crossing,"In a hospital in Tucson, Pima County, Arizona, USA - after being rescued near Varmori, Arizona on June 30",US Border Patrol,"32.20058324, -110.9037255",Northern America,Rescued Undocumented Migrant Later Passes Away,5.0,https://archive.ph/BqUxM
2021.MMP00630,2021.MMP00630,Incident,North America,2021-04-25,2021,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,Unknown,US-Mexico border crossing,"In a hospital in San Antonio, Bexar County, Texas, USA - after being in a vehicle accident close to Hebbronville, Texas on April 11",US Border Patrol,"29.42595636, -98.52277691",Northern America,Male Mexican Citizen Found Suffering from Head Injury,5.0,https://archive.ph/uOGs4
2021.MMP00631,2021.MMP00631,Incident,North America,2021-06-07,2021,June,1.0,,1,,1.0,,,Central America,Accidental death,Mexico,US-Mexico border crossing,"Unspecified location southeast of Arivaca, Pima County, Arizona, USA",US Border Patrol,"31.57152368, -111.3711987",Northern America,CBP Statement: Suspected migrant found deceased after falling off rockface,5.0,https://archive.ph/s0j2W
